id,name,taxa_kind_id_name,description,col_id,eol_id,Autore,"Inizio fioritura","Fine fioritura","Limite altitudinale inferiore","Limite altitudinale superiore","Ciclo biologico","Nome Italiano",Progressivo,Sinonimi,Diffusione
65,"Dryopteris villarsii",Specie,"Tra massi e ghiaie di natura calcarea; 4-6; E.",,,Woynar.,Giugno,Agosto,1000,3000,,,,"(= Aspidium rigidum Sw.)",
64,"Dryopteris filix-mas",Specie,"C. nei boschi, specialm. radi. È ben noto l'uso del rizoma di questa felce come vermifugo, in particolare contro la Tenia.",defdb76e9ccea9698f51323a62a1f76a,597373,Schott.,Giugno,Novembre,0,3000,,"Felce maschia",12,"(= Polystichum filix mas Roth)",
63,"Dryopteris spinulosa",Specie,"In boschi e boscaglie sassosi; tra gli ontani e i Rododendri. Si presenta anche nella ssp. austriaca Woynar (= ssp. dilatata Underw.) con fg. a piccioli più brevi delle lamine + glandolose e nella più larga porzione inf. tripennatosette.",7184bf5fcb7261c70ac81ee2ca2cb63b,49911968,"O. Knze.",Giugno,Agosto,400,1900,,,,,
62,"Dryopteris oreopteris",Specie,"In radure dei boschi, su pendii cespugliosi, in boschetti umidi di Ontani ecc.. <br />Rara, facilm. confusa colla Felce maschia, dalla quale si distingue per la glandolosità delle fg. e i sori disposti lungo l'orlo dei lobi delle fg.",fee6a76e032acd8df3250796803f8059,,Maxon.,Giugno,Novembre,400,1500,,,,,
61,"Dryopteris thelypteris",Specie,"Nei boschi umidi e in luoghi paludosi; 2-3; E-A.",7fe95608929c37ae6f2ce48f3d99e65a,,"A. Gray.",Giugno,Novembre,0,1000,,,,,
45,Cystopteris,Genere,"(dal gr. kystis = vescica e \'pteris\' = felce, per Pindusio rivestente i sori a mo' di vescica).",d009a744688cf25fceb3abe6e893a1aa,61912,Bernh.,,,,,,,,,
82,"Cystopteris montana",Specie,"In luoghi umidi, ombrosi e sassosi di montagna.",3da0bc05a3f4de83088e0c6cf1a2ed08,600380,Bernh.,Giugno,Agosto,1000,3000,,,,,
81,"Cystopteris fragilis",Specie,"C. in siti ombrosi, sui muri e sulle rocce dall'orizzonte submontano fin oltre i 2000 m. e non del tutto mancante nemmeno al piano.<br /><br />Nella ssp. regia Bernoulli, pure molto diffusa, gli ultimi lobetti delle fg. sono troncati o bidentati e le ultime nervature terminano nei seni tra i denti. Su detriti di falda e nelle fessure delle rupi del piano montano e culminale.",56ffbdd35a780f2b7b80c6d03a228610,600384,Bernh.,Giugno,Agosto,1000,3000,,,23,,
44,Woodsia,Genere,"(dedicata a J. Wood, botanico inglese del sec. XIX).",5846cdbe9000c3dc555197e315a00f24,46563262,"R. Br.",,,,,,,,,
55,"Woodsia ilvensis",Specie,,504e8d82db8b99f48e7395ec21fa2810,597309,"R. Br.",,,,,,,,,
57,"Woodsia ilvensis ssp. rufidula",Specie,"Più grande e robusta, densam. pelosa anche da adulta e con 5-8 paia di segmenti ovati, crenati, rinvenuta a Tures in Pusteria e sull'Alpe di Siusi; rara su ghiaioni in prossimità del Passo Gardena sulla via del Lago Pissadù (2300 m.) (Chiarugi).",,,"Asch. et Graeb.",,,,,,,,,
56,"Woodsia ilvensis ssp. alpina",Specie,"<div>In fessure delle rupi, su rocce primitive, sia nel Tr. che nell'A.A.</div>",,,(Gray).,Maggio,Novembre,1000,3000,,,,,
54,"Woodsia glabella",Specie,"Sui rupi e massi isolati dell' orizzonte subalpino (rara nell'alpino) delle Dolomiti altoatesine (Sciliar, Alpe di Siusi), nonché nei dintorni del Passo del Pordoi e tra Pian e il Passo di Sella.",3acfe0ad80a68a227e5fa5d7b567637a,597312,"R. Br.",Maggio,Agosto,1500,3000,,,,,
43,"Adiantum capillus-veneris",Specie,"Fg. lunghe fino a 5 dm. con piccioli neri, lucenti, sottili, bi-tripennate, con lobi obovato-cuneati, incisi a ventaglio e portati da piccioletti capillari. Su rupi umide, presso le sorgenti, in prossimità del piano e fino a poche centinaia di m. di altitudine; nel Tr. e nell'A.A. merid. (circondario di Bolzano e dì Merano; Stava, a 25 km. da quest'ultima, la stazione più sett.).<br /><br />(dal gr. a = non e \'diaino\' = bagno, perchè le fg. non si bagnano).",6fee8f4ff86a5cf6f5670dc5afd029cc,597687,L.,Giugno,Novembre,,,,Capelvenere,24,,
42,Asplenium,Genere,"(dal gr. splen = milza per la credenza degli antichi che certe specie di felci avessero la virtù di guarire le malattie della milza).",3317d967a3914fcc29fb4b5ca6fed67e,37677,L.,,,,,,,,,
76,"Asplenium breynii",Specie,"Diffuso su rocce e muri soleggiati, di materiali silicei (È forma ibrida derivata da <em>A. trichomanes</em> x <em>A. septentrionale</em> e si riscontra per lo più insieme alle specie genitrici)",0995f83e0acf4fd41328d6353af18dcb,49140849,Retz,,,,,,,,"(= A. germanicum Weis)",
75,"Asplenium adiantum-nigrum",Specie,"Su rocce e muri: sul M. Luco rinvenuto a 2100 m. (Gams);",8706f52fd7689c76cd25ac16c478a01f,47170815,L.,Giugno,Novembre,0,1500,,,,,
74,"Asplenium ruta-muraria",Specie,"C. su muri e rocce; 2-5; P-A (1).",852ab6161688af7e0c635ee86f5a3e49,595060,L.,Marzo,Novembre,0,1900,,"Ruta di muro",16,,
73,"Asplenium viride",Specie,"Su rupi ombreggiate e nelle fessure dei muri.",,597640,Huds.,Giugno,Agosto,400,3000,,,,,
72,"Asplenium trichomanes",Specie,"Su rocce e vecchi muri; 2-5;F. Piccioli bruni",,597642,L.,Giugno,Agosto,0,1900,,"Erba rugginina",15,,
71,"Asplenium seelosii",Specie,"Su rocce calcaree e dolomitiche; (rinvenuta fino a 2350 m. sul Piz da Cir, tra la Val Gardena e la Val Badia (Chiarugi).",f0b028ee3109f0d15e7be67c0b06c623,49911586,Leyb.,Maggio,Agosto,0,3000,,,,,
70,"Asplenium septentrionale",Specie,"Su rupi di roccia silicea.",d6be18d2dd91fe6bf8579d6164b2eb60,597643,Hoffm.,Maggio,Agosto,0,3000,,,14,,
41,"Pteridium aquilinum",Specie,"Rizoma Iungam. strisciarne, producente ogni anno 1 sola fg. assai grande (compreso il lungo picciolo raggiunge anche 1,5 m ), a contorno complcssivam. triangolare, coriacea, fino a 4 volte pennata; divisioni ultime oblunghe, ottuse, dilatate alla base, a margine + revoluto. C. al margine dei boschi ed anche in luoghi erbosi, aridi.<br /><br />(dal gr. ptèris = felce)",b62a2fb311c7d959f6dbad3d4d996463,597748,Kuhn.,Giugno,Novembre,0,1900,,"Felce aquilina",18,,
40,"Notholaena marantae",Specie,"Rizoma strisciante; fg. lunghe fino a 3 dm., con picciolo più lungo della lamina; sori al margine dei lobi, parzialm. coperti dall'orlo revoluto dello stesso. Su pendii soleggiati, rupestri o sassosi, specialm. silicei. Nota soltanto del circondario di Bolzano e Merano.<br /><br />(dal gr. nòthos — falso e dal lat. \'laena\' — mantello, perchè i sori, anziché da un indusio, sono, almeno parzialm., coperti dal margine leggerm. revoluto dei lobi della fg.).",724ae2618bf9f09f0a11fdd4426cddf2,,"R. Br.",Giugno,Agosto,0,1000,,,,,
39,"Ceterach officinarum",Specie,"Fg. lunghe 6-20 cm., coriacee, persistenti; sori lineari, lungo le nervature secondarie dei lobi e nascosti tra squame. Sulle rocce e sui muri; nel Tr. e nell'A.A. (distretti di Bolzano, Merano e Bressanone e fino a poco prima di Rio di Pusteria)<br /><br />(nome arabo della p.)",8f2868b49690b93d8c2197b7d48c56df,820106,"Lam. et DC.",Marzo,Agosto,0,1000,,"Erba Ruggine, Cedracca.",9,,
38,"Onoclea struthiopteris",Specie,"Rizoma corto ed eretto, ma con lunghi stoloni sotterranei; fg. sterili lunghe anche oltre 1 m., disposte a imbuto racchiudente le fg. fertili più strette, più brevi e di colore bruno. Su terreno umido dei boschi, lungo l'alveo di ruscelli di montagna, in punti paludosi tra gli Ontani di monte. Anche coltivata come p. ornamentale.<br /><br />(dal gr. onocleia, nome usato da Dioscoride per indicare una p. d'altra fam.).",ca028d2110b8a5bd3ae5d31890c480e4,597357,Hoffm.,Giugno,Novembre,400,1900,,,22,,
37,"Blechnum spicant",Specie,"Rizoma grosso, squamoso; fg. sterili lunghe Tino a 5 dm., brevem. picciolate, objungo-lanceolatc; le fertili lunghe quasi il doppio, portanti su ciascun lobo 2 sori allungati e paralleli alla rispettiva nervatura mediana. Nei boschi di conifere e su pascoli montani, ombreggiati ed umidi; a preferenza su terreno siliceo o calcareo-torboso.<br /><br />(dal gr. blechnon, nome di una felce in Dioscoride)",4ce29fa5388a801db803e74a8df4ea29,596749,With.,Giugno,Novembre,400,1900,,,20,,
36,"Cryptogramme crispa",Specie,"(dal gr. kryptòs = nascosto e \'gramme\' = lineetta, per i sori lineari, nascosti sotto il margine revoluto dei lobetti fogliari).<br /><br />Rizoma ramificato; fg. sterili molli, lunghe fino a 3 dm , le fertili più lunghe, tutte lungam. piccioìate, le prime disposte intomo alle fertili; sori da prima ricoperti dal margine dei lobi, poi nudi; non di rado fg. con una parte sterile c una parte fertile. In luoghi sassosi e nelle fessure delle rupi dei monti silicei; (qui e lì anche a quote sotto i 1000 m., p. e. in prossimità delle \'Buche del Ghiaccio\' a Lasès, a 700 m (D);).",87cf970f7aed5924cbb5c4767c61c3ef,604470,"R. Br.",Giugno,Novembre,1000,3000,,,21,"(= Alluosorus crispus Bernh.)",
35,"Phyllitis scolopendrium",Specie,"Rizoma grosso c corto; fg. lunghe anche oltre 8 dm., con piccioli brevi e lamine linguiformi, intere o leggenti erose e ondulate al margine, cordate alla base, dcbalm. coriacee: sori allungati, tra loro paralleli e obliqui rispetto alla nervatura mediana della lamina. Su rupi, specialm calcaree, ombreggiate ed umide; però rinvenuto a ca. 1650 m. sotto la miniera di S. Ignazio in Valle Aurina (Pusteria); E-A. Anche coltivata come p. ornamentale.<br /><br />(dal gr. phyllon = fg.)",17c005d56cbc10dbde75720b147d5b9c,49975768,Newm.,Giugno,Novembre,0,1000,,"Lingua cervina",19,"(= Scolopendrium vulgare Sm.)",
32,Salviniaceae,Famiglia,"(dal nome del gen. Salvinia)",b64e7ef408a56b2c77dfbcf3872d6e7e,4499,,,,,,,,,,
90,"Azolla caroliniana",Specie,"In un piccolo seno del Lago di Garda, tra Riva e Torbole, in gran numero d'individui ricoprenti l'acqua di un verde tappeto; insieme a <em>Helodea canadensis</em>, <em>Potamogeton lucens,</em> <em>Ceratophyllum demersum</em>. Rinvenuta perla prima volta nel maggio 1960 (Prof. G. Buffa).<br /><br />(nome di origine americana)",18b08cfd7eb6704547b861a567b320e5,597508,W.,,,,,,,,,
89,"Salvinia natans",Specie,"con fg. in verticilli di 3 e di 2 forme: le 2 sup. ovali-ellittiche, la terza, rivolta in basso, suddivisa in sottili lacinie piumose sostituenti le radici, di cui la p. è priva; gli sporangi racchiusi entro involucri (sporecarpi) agglomerati tra le lacinie delle fg. inf. In fossi e paludi; finora nota soltanto della valle dell'Adige da Merano a Trento. Certamente scomparsa in molti punti per prosciugamenti e bonifiche.<br /><br />Le caratteristiche indicate riguardano soltanto il complesso delle specie descritte.<br /><br />dedicata ad Ant. Maria Salvini - † 1729 - Prof, di lettere greche a Firenze).",b293fcae915090230a39a42ffcedbe7f,595218,"All. P.",Giugno,Novembre,,,,,,,
